Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B	pmid/DOI
115106	HAUS1	644186	SYCE3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115106	HAUS1	645455	CEP170P1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115817	DHRS1	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115817	DHRS1	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115817	DHRS1	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
115948	CCDC151	167838	TXLNB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116173	CMTM5	145946	SPATA8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116173	CMTM5	151393	RMDN2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116173	CMTM5	163183	SYNE4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116173	CMTM5	203068	TUBB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116173	CMTM5	346157	ZNF391	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116225	ZMYND19	158297	FAM154A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116225	ZMYND19	253980	KCTD13	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116225	ZMYND19	348303	SELV	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116225	ZMYND19	388324	INCA1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116328	C8orf34	116328	C8orf34	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116349	C5orf55	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116540	MRPL53	117178	SSX2IP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116835	HSPA12B	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116835	HSPA12B	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116841	SNAP47	147700	KLC3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116841	SNAP47	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
116841	SNAP47	285753	CEP57L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117144	CATSPER1	117144	CATSPER1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117144	CATSPER1	202559	KHDRBS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117144	CATSPER1	222546	RFX6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117144	CATSPER1	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117144	CATSPER1	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117144	CATSPER1	386678	KRTAP10-11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117144	CATSPER1	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117144	CATSPER1	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117144	CATSPER1	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117144	CATSPER1	440023	KRTAP5-6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117144	CATSPER1	653240	KRTAP4-11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117177	RAB3IP	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117177	RAB3IP	220108	FAM124A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117178	SSX2IP	117178	SSX2IP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117178	SSX2IP	118812	MORN4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117178	SSX2IP	122786	FRMD6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117178	SSX2IP	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117178	SSX2IP	126375	ZNF792	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117178	SSX2IP	147687	ZNF417	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117178	SSX2IP	153527	ZMAT2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117178	SSX2IP	287015	TRIM42	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117178	SSX2IP	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117178	SSX2IP	440321	FLJ32679	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117245	HRASLS5	155060	LOC155060	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117286	CIB3	128209	KLF17	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117286	CIB3	147872	CCDC155	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
117286	CIB3	222389	BEND7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
118738	ZNF488	122183	PRR20A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
118738	ZNF488	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
118812	MORN4	256646	NUTM1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
118812	MORN4	283899	INO80E	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
118924	FRA10AC1	147872	CCDC155	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
119391	GSTO2	119391	GSTO2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
120379	PIH1D2	120379	PIH1D2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
120379	PIH1D2	285381	DPH3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
120379	PIH1D2	386684	KRTAP12-4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
122183	PRR20A	122183	PRR20A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
122183	PRR20A	348303	SELV	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
122786	FRMD6	125965	COX6B2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
122786	FRMD6	727751	LOC727751	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
123722	FSD2	137209	ZNF572	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
123722	FSD2	147687	ZNF417	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
123722	FSD2	153527	ZMAT2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
123722	FSD2	153733	CCDC112	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
123722	FSD2	170082	TCEANC	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
123722	FSD2	170954	PPP1R18	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
123722	FSD2	253461	ZBTB38	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
123722	FSD2	284058	KANSL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
123920	CMTM3	148932	MOB3C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
124460	SNX20	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
124790	HEXIM2	124790	HEXIM2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
124790	HEXIM2	339834	CCDC36	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
124935	SLC43A2	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
124995	MRPL10	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125058	TBC1D16	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125058	TBC1D16	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125058	TBC1D16	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125058	TBC1D16	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125058	TBC1D16	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	126375	ZNF792	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	127703	C1orf216	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	128439	SNHG11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	137196	CCDC26	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	140807	KRT72	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	140885	SIRPA	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	143884	CWF19L2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	147687	ZNF417	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	148266	ZNF569	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	148281	SYT6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	148932	MOB3C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	149069	DCDC2B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	149950	LOC149950	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	151254	ALS2CR11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	153527	ZMAT2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	153733	CCDC112	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	154313	C6orf165	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	154865	IQUB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	157773	C8orf48	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	163050	ZNF564	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	164127	CCDC185	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	166979	CDC20B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	170954	PPP1R18	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	196472	FAM71C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	196477	CCER1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	199720	GGN	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	200081	TXLNA	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	202051	SPATA24	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	221044	UCMA	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	253461	ZBTB38	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	254173	TTLL10	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	254187	TSGA10IP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	283551	C14orf182	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	283685	GOLGA6L2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	284391	ZNF844	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	285093	RTP5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	285205	LINC00636	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	285679	C5orf60	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	285753	CEP57L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	286887	KRT6C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	287015	TRIM42	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	340075	ARSI	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	340359	KLHL38	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	348174	CLEC18A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	353145	LCE3E	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	375307	CATIP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	389741	GLIDR	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	399761	BMS1P5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	399947	C11orf87	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	401508	FAM74A4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	414157	C10orf62	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	441150	C6orf226	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	441208	ZNRF2P1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125115	KRT40	100131997	FAM27E3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
125919	ZNF543	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
126070	ZNF440	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
126070	ZNF440	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
126070	ZNF440	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
126375	ZNF792	126375	ZNF792	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
126375	ZNF792	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
126375	ZNF792	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
126375	ZNF792	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
126375	ZNF792	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
126868	MAB21L3	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
126868	MAB21L3	246329	STAC3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
126868	MAB21L3	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
127540	HMGB4	386684	KRTAP12-4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
127703	C1orf216	154796	AMOT	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
127703	C1orf216	256369	LINC00521	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
127703	C1orf216	339965	CCDC158	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
128178	EDARADD	128178	EDARADD	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
128178	EDARADD	257218	SHPRH	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
128178	EDARADD	391257	SUMO1P1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
128439	SNHG11	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
128821	CST9L	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
128821	CST9L	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
128821	CST9L	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
128977	C22orf39	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
129303	TMEM150A	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
129303	TMEM150A	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
129831	RBM45	129831	RBM45	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
129880	BBS5	147700	KLC3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
130162	CLHC1	645455	CEP170P1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
130560	SPATA3	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
130560	SPATA3	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
130560	SPATA3	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
130560	SPATA3	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
130560	SPATA3	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
130827	TMEM182	163183	SYNE4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
130951	M1AP	130951	M1AP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
131377	KLHL40	136895	C7orf31	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
132158	GLYCTK	158297	FAM154A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
132158	GLYCTK	287015	TRIM42	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
132228	LSMEM2	286006	LSMEM1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
134701	RIPPLY2	147872	CCDC155	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
134701	RIPPLY2	163183	SYNE4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
136051	ZNF786	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137196	CCDC26	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137196	CCDC26	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137196	CCDC26	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137196	CCDC26	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137196	CCDC26	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137209	ZNF572	147700	KLC3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137209	ZNF572	159989	CCDC67	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137209	ZNF572	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137209	ZNF572	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137209	ZNF572	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137209	ZNF572	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137209	ZNF572	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137209	ZNF572	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137492	VPS37A	287015	TRIM42	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
137886	UBXN2B	388324	INCA1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
138046	RALYL	138046	RALYL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
138428	PTRH1	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
139628	FOXR2	553115	PEF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
139793	PAGE3	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140258	KRTAP13-1	154313	C6orf165	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140258	KRTAP13-1	374403	TBC1D10C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140258	KRTAP13-1	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140459	ASB6	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140606	SELM	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140606	SELM	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140691	TRIM69	140691	TRIM69	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140691	TRIM69	158399	ZNF483	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140691	TRIM69	163183	SYNE4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140691	TRIM69	170954	PPP1R18	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140691	TRIM69	284086	NEK8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140691	TRIM69	389434	IYD	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140735	DYNLL2	283385	MORN3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140735	DYNLL2	283461	C12orf40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140735	DYNLL2	339834	CCDC36	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140885	SIRPA	284001	CCDC57	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
140890	SREK1	140890	SREK1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
143241	DYDC1	167838	TXLNB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
143241	DYDC1	285753	CEP57L1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
143684	FAM76B	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
143684	FAM76B	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
143684	FAM76B	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
143684	FAM76B	386678	KRTAP10-11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
143684	FAM76B	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
143684	FAM76B	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
143684	FAM76B	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
