HGNC symbol	Chromosome Name	Gene Start (bp)	Gene End (bp)
RPSAP20	1	56207567	56208456
ZNF267	16	31873758	31917357
ARHGAP27	CHR_HSCHR17_1_CTG5	45393920	45434353
KLF1	19	12884423	12887181
DMAP1	1	44213455	44220681
TESC	12	117038923	117099479
PARG	10	49818279	49970203
BNIP3P9	19	19856975	19857527
CDH4	CHR_HSCHR20_1_CTG2	61894910	61940574
UPK3A	22	45284982	45295874
ZNF684	1	40531561	40548169
FBXL12	19	9810267	9827816
MRPL9P1	8	76603240	76603852
SELP	1	169588849	169630193
E2F3-IT1	6	20437821	20440178
FAM86HP	3	130099092	130111472
TCEB1P21	2	70955899	70956234
KIR3DL1	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1	54830704	54875194
SUPT4H1	17	58345175	58353093
ARHGAP11A	15	32615144	32639949
UEVLD	11	18529609	18588747
STK19B	CHR_HSCHR6_MHC_DBB_CTG1	31995452	31995969
OR7E62P	2	71055527	71056003
DOK5	20	54475597	54651171
KRTAP5-1	11	1584342	1585283
FAM120B	CHR_HSCHR6_1_CTG5	170290703	170416388
CAPN15	16	527717	554636
TIMM8BP1	13	29865959	29866169
IGHV4-31	14	106349283	106349792
CCL2	17	34255218	34257203
DNHD1	11	6497260	6593758
TM6SF1	15	83107407	83144854
AP4S1	14	31025106	31096450
FAM155A-IT1	13	107788342	107835451
TCF19	CHR_HSCHR6_MHC_SSTO_CTG1	31153422	31159096
ATP9A	20	51596514	51768634
DUSP1	5	172768090	172771195
KRT3	12	52789685	52796117
E2F7	12	77021247	77065580
FLNB	3	58008400	58172251
NPR1	1	153678637	153693992
ZFHX4-AS1	8	76491200	76683278
EPB41L4B	9	109171975	109320964
MTMR9LP	1	32231658	32241620
TRPC3	4	121879027	121951754
ALDH8A1	6	134917390	134950122
IGKV1OR1-1	1	144085628	144086098
UBE2D3P3	1	150800473	150801031
CAMK1	3	9757342	9769992
HLA-K	CHR_HSCHR6_MHC_SSTO_CTG1	29917614	29920391
TDRP	8	489792	545781
HCG4B	CHR_HSCHR6_MHC_SSTO_CTG1	29917138	29918128
STK19	CHR_HSCHR6_MHC_SSTO_CTG1	31963829	31974100
RPL21P75	7	20002765	20003247
CTSK	1	150796208	150808323
DXO	CHR_HSCHR6_MHC_DBB_CTG1	31951992	31954474
NDUFC2	11	78068304	78080219
ZNF444	19	56132599	56160893
FOXP4	6	41546426	41602384
PPFIA1	11	70270700	70384403
LTBR	12	6375045	6391571
MIP	12	56449502	56469166
MACC1	7	20134655	20217404
HSPA1L	CHR_HSCHR6_MHC_APD_CTG1	31876648	31882094
CYCSP49	Y	26549425	26549743
TMSB4XP3	7	29625870	29625983
CHEK1	11	125625136	125676255
C1orf143	1	218510096	218525978
GPNMB	7	23235967	23275108
HTR2A-AS1	13	46852143	46856299
CYCSP48	Y	26400611	26401230
AKAP8	19	15353385	15379798
TIPARP-AS1	3	156671862	156674378
ANO7P1	1	16215909	16228027
ZNRF2P2	7	29598795	29685255
OCA2	15	27754875	28099358
HLA-U	CHR_HSCHR6_MHC_SSTO_CTG1	29923501	29923685
RPSAP3	14	76634775	76635661
TOMM7	7	22812628	22822852
OR2AH1P	11	56669017	56669944
LINC01507	9	80030579	80034555
ISLR	15	74173671	74176872
HDAC1P2	1	220625740	220628056
ACTN3	11	66546395	66563329
UQCRHP1	CHR_HSCHR6_MHC_APD_CTG1	31678099	31678372
MAGEA9B	X	149581653	149587453
SCRT1	8	144330565	144336281
B4GALT5	20	49632945	49713878
RNF152P1	9	5418373	5418976
GP9	3	129060767	129062406
AQP9	15	58138169	58185911
ASB7	15	100602534	100651705
NAP1L1P1	11	126067539	126068601
MTATP6P17	2	202615769	202616440
EFNB1	X	68828997	68842147
FAM155A	13	107163510	107866735
C1orf115	1	220689845	220699157
ABR	CHR_HSCHR17_2_CTG2	1003519	1192547
BOLA3P2	19	9019344	9019984
SLC9A3	5	473310	524332
PHYHD1	9	128920895	128942041
LINC01363	1	167175917	167195792
IGSF9	1	159927039	159945604
JAG1	20	10637684	10674107
CHRNA10	11	3665587	3671384
RPL23AP87	17	83226897	83240804
SYNGR1	22	39349925	39385588
SGOL1-AS1	3	20174244	21145967
MASTL	10	27154824	27186924
ITIH1	3	52777592	52792068
GPATCH8	17	44395284	44503430
MROH1	8	144148016	144261940
NXNP1	1	218881600	218882650
KLHL30	2	238138722	238152947
IL17D	13	20702127	20723098
MAMDC4	9	136850943	136860799
DLEU1	13	50082171	50723236
ANAPC7	12	110372900	110403730
ESCO1	18	21529281	21600884
DTD2	14	31446036	31457510
TAF15	CHR_HSCHR17_7_CTG4	35809455	35864615
OOSP2	11	60040275	60048044
CFAP61	20	20052514	20360702
RAB9AP2	Y	25709908	25713557
NENF	1	212432887	212446379
BCAR3	1	93561786	93847150
PRDM16	1	3069168	3438621
MS4A18	11	60729304	60744212
GDNF-AS1	5	37840438	37875799
PPP1R10	CHR_HSCHR6_MHC_DBB_CTG1	30590637	30608849
ESRRB	14	76310614	76501841
LINC01076	13	25193107	25210295
RPL23AP69	13	25206049	25206506
LINC00336	6	33586106	33593338
TPM3P9	19	53431984	53444670
NRK	X	105822543	105958610
LINC01344	1	182129310	182314061
HLA-H	CHR_HSCHR6_MHC_MCF_CTG1	29879004	29881726
GIGYF2	2	232697299	232860575
OR1M4P	19	9083112	9083398
ENTPD3-AS1	3	40313802	40453329
ACSM5P1	16	20586550	20607107
CYCSP46	Y	14941547	14941750
NPAP1P4	9	80357029	80360338
ZNF321P	19	52927135	52942601
RPSAP7	10	14723171	14724055
BAK1	6	33572547	33580293
EPX	17	58192737	58205174
GPAA1P1	2	109984058	109984988
FAM181A-AS1	14	93904730	93927066
NPM1P38	6	100050372	100051236
KRT28	17	40792203	40799959
PLA2G4D	15	42067009	42094554
GAPDHP59	2	187415552	187415818
C19orf53	19	13774168	13778462
SHANK2-AS1	11	70631094	70635490
CCL24	7	75811665	75823356
DYNLL1P1	14	81246295	81246563
SHANK2-AS2	11	70646165	70647562
MCHR2-AS1	6	99993944	100076413
ANK1	8	41653220	41896762
TDG	12	103965804	103988874
CEBPZOS	2	37196488	37216193
DRP2	X	101219769	101264497
OPLAH	8	144051266	144063832
HCG4P3	CHR_HSCHR6_MHC_MCF_CTG1	30084584	30085579
CALR3	19	16479057	16496192
HCG4P8	CHR_HSCHR6_MHC_MCF_CTG1	29824263	29825242
RHBDF2	17	76470891	76501790
SPATA31D2P	9	81966564	81972130
RAMP2-AS1	17	42753914	42761257
ALPK2	18	58481247	58628957
DDX39BP1	CHR_HSCHR6_MHC_MCF_CTG1	29897781	29898147
TVP23BP2	2	74628328	74628942
ANO1-AS1	11	70187788	70188509
MRPL18	6	159789812	159798436
RAD52	12	912077	990053
IPO9	1	201829141	201884294
PSMC1P8	12	17383352	17384647
RGPD8	2	112370092	112434488
EEF2K	16	22206282	22288732
UBB	17	16380798	16382745
ZNF655	7	99558406	99576453
LINC00488	3	109178165	109185257
CWC25	CHR_HSCHR17_7_CTG4	38601221	38626268
PAX2	10	100735603	100829941
DDX21	10	68956128	68985073
CRYBA2	2	218990189	218993421
DGAT2L6	X	70177483	70205545
IFT122	3	129440036	129520507
CARD19	9	93096218	93113283
RBM42	19	35629030	35637686
RPL15P4	CHR_HSCHR6_MHC_SSTO_CTG1	31518863	31519442
DHX15	4	24517441	24584550
PPP6R2P1	21	14007134	14014880
ERCC2	19	45349837	45370918
DNM1P46	15	99790156	99806927
IGHG4	14	105624341	105626066
KIR3DP1	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54771247	54784650
SMAD9	13	36844831	36920765
D2HGDH	2	241734579	241768816
FKBPL	6	32128707	32130291
PDE6C	10	93612588	93666010
TSPAN8	12	71125085	71441898
FAM151B	5	80487969	80542563
DAPK1	9	87497228	87708633
MTCO3P17	2	202616700	202617212
LINC01484	5	173707614	173746211
WDR47	1	108970214	109042113
SLC4A10	2	161424332	161985282
YTHDF1P1	5	97368776	97370421
LSM12P1	8	35525176	35525763
HSPA1A	CHR_HSCHR6_MHC_APD_CTG1	31882493	31884975
FBXO43	8	100133360	100145800
CYP46A1	14	99684304	99727301
ARHGEF25	12	57610180	57619379
TPH1	11	18017564	18042426
KLF2P2	2	130427731	130429225
ATM	11	108222484	108369102
OR14A2	1	247723099	247724043
ZNRD1	CHR_HSCHR6_MHC_MCF_CTG1	30137399	30143406
MLLT6	CHR_HSCHR17_7_CTG4	38506329	38530590
CYP4F62P	2	130429827	130441413
SSSCA1-AS1	11	65568482	65570423
OR2N1P	CHR_HSCHR6_MHC_QBL_CTG1	29137868	29138804
SDHD	11	112086773	112120013
TMEM182	2	102736908	102843893
UCP3	11	74000281	74009435
IQGAP1	15	90388218	90502243
C4B_2	CHR_HSCHR6_MHC_SSTO_CTG1	31974678	31995335
SNRPA	19	40750637	40765389
C4orf33	4	129093317	129116640
PIGB	15	55318960	55355648
TRIM10	CHR_HSCHR6_MHC_DBB_CTG1	30142269	30151257
PPP2R4	9	129110950	129148946
IGHV7-34-1	14	106377300	106377733
DGAT2L7P	7	101201809	101203526
CD5L	1	157830914	157898256
LINC01109	8	76404058	76407138
PTPRB	12	70515866	70637440
CYB5R2	11	7665100	7677222
NUB1	7	151341699	151378449
RABEPK	9	125200542	125234158
DIXDC1	11	111927144	112022584
PUDP	X	7048920	7148190
BTF3P4	9	72107818	72108312
MRPS21P2	1	157861197	157861460
C6orf136	6	30647039	30653210
ZC3HAV1L	7	139025706	139036029
ERVV-1	19	53013921	53016122
DDX23	12	48829764	48852842
GYG1	3	148991341	149027668
SNX10	7	26291895	26374329
ZNF761	19	53431993	53458261
SSX2B	X	52751132	52790305
WBSCR27	7	73834590	73842535
MTCO1P23	10	69591406	69592931
FABP5P1	13	73100575	73100985
CCDC81	11	86374736	86423109
FOXN2	2	48314637	48379294
KRT40	CHR_HSCHR17_4_CTG4	40977843	40987262
DCST1	1	155033824	155050930
TNPO1	5	72816312	72916733
RFC3P1	3	36169767	36170448
KCNG4	16	84218667	84239750
MTFR2	6	136231024	136250335
WDR83	19	12666800	12675832
CSPG4P10	CHR_HSCHR15_5_CTG8	82538538	82556321
MCPH1	8	6406592	6648504
FMO5	1	147175351	147243050
SGMS1-AS1	10	50624951	50641451
SELENBP1	1	151364302	151372733
LINC01111	8	76406654	76524356
MLST8	16	2204248	2209416
GRB10	7	50590063	50793462
CEP192	18	12991362	13125052
SERINC3	20	44496221	44522109
TNFRSF25	1	6461151	6466195
CBX3P2	18	2652170	2655395
NFE2L3	7	26152240	26187125
SAMD11	1	924880	944581
TLCD2	CHR_HSCHR17_1_CTG2	1702790	1710438
LIX1	5	97091867	97142872
MTND3P17	2	202617284	202617627
TMEM72-AS1	10	44811024	44959689
VBP1	X	155197007	155239817
DYDC2	10	80344745	80368073
C7orf69	7	47795291	47819847
MAN2B2	4	6575175	6623362
HMGN1P35	X	69174124	69174717
USP5	12	6852128	6866632
PRPF38B	1	108692323	108701803
SLC25A2	5	141302629	141304045
MICC	CHR_HSCHR6_MHC_DBB_CTG1	30404972	30409576
OR2A20P	7	144250045	144252957
IGKV2D-28	2	89959979	89960754
ZMAT3	3	179017223	179072279
MEIS3P1	17	15786618	15787575
SLC25A23	19	6436079	6465203
MCCD1P1	CHR_HSCHR6_MHC_QBL_CTG1	29899031	29899890
ADAM32	8	39106990	39284911
LINC00269	X	69179557	69209924
FEM1AP1	21	13762338	13764332
ANKRD53	2	70978380	70985499
OAZ2	15	64687573	64703281
NR2E1	6	108166058	108188809
TAF7	5	141260225	141320821
KIAA1217	10	23694746	24547848
CXorf49B	X	71763424	71767204
CCDC26	8	129351691	129680239
FAM138B	2	113577382	113578852
TIPARP	3	156673235	156706770
CLDN5	22	19523024	19527545
C12orf50	12	87980035	88034037
LINC01619	12	91984976	92142914
MARK2P4	4	176012038	176014417
AKR1B1	7	134442350	134459284
RPS2P4	14	104835997	104836852
ZEB2-AS1	2	144518097	144521477
ITGA5	12	54395261	54419460
HLA-K	CHR_HSCHR6_MHC_QBL_CTG1	29917655	29920429
PKD1L3	16	71929538	71999978
RPL36AP43	15	89687937	89688243
ISL1	5	51383391	51394738
F11	4	186265945	186288806
BNIP3P10	19	19870723	19871299
LYST-AS1	1	235839483	235840182
RFX7	15	56087280	56243266
POLR3A	10	77969251	78029545
BPIFB4	20	33079644	33111751
ASXL1	20	32358344	32439319
RPS20	8	56067295	56074581
LTB	CHR_HSCHR6_MHC_MCF_CTG1	31656860	31658827
IL36G	2	112973203	112985665
PLCB1	20	8114453	8968360
MRI1	19	13764532	13774282
TERF2IP	16	75647786	75761872
TRAF2	9	136881912	136926607
OR14L1P	1	247619643	247620570
ATP5F1P7	16	75709056	75709815
ISX	22	35066136	35087387
TTC23	15	99136323	99251223
SERPINI1	3	167735243	167825568
RAD17	CHR_HSCHR5_2_CTG1_1	69369307	69415042
EPB41L4A-AS2	5	112419583	112420978
OR4F3	5	181367268	181368262
CELSR2	1	109250019	109275750
DYTN	2	206651621	206718396
MIR3180-4	16	15154903	15157020
RHOG	11	3826978	3840983
OR8D4	11	123906146	123907476
YWHAQP7	12	76619386	76620043
LGALS8	1	236518000	236552981
LMAN2	5	177331562	177351852
WBP1LP4	5	181378695	181379038
ETAA1	2	67397319	67410545
LTV1	6	143843344	143863812
SPPL2B	19	2328615	2354806
TLR2	4	153701500	153705699
RPSAP46	7	101203614	101204495
TMEM79	1	156282935	156293185
TCTN3	10	95663396	95694143
LRRC37A4P	17	45506741	45550335
RBM22P5	9	76286494	76288081
LINC00871	14	45940943	46501823
MTND4LP25	16	49066567	49066729
FAM124A	13	51222334	51284241
PEX11A	15	89677764	89690783
SOSTDC1	7	16461481	16530580
CCL21	9	34709005	34710124
RPL35AP19	8	121380137	121380465
BAD	11	64269830	64284704
CCL20	2	227813842	227817564
TPM4P1	10	100114417	100115223
HTR2A	13	46831550	46897076
MRPS30	5	44808925	44820428
TUSC2	3	50320027	50328251
LGI3	8	22146825	22157084
CXCR2	2	218125289	218137253
TYW5	2	199929975	199955736
RAPGEF6	5	131423921	131635236
TGS1	8	55773142	55825448
ACBD3	1	226144679	226186730
HLA-B	CHR_HSCHR6_MHC_QBL_CTG1	31343976	31347305
NXPE4	11	114570591	114595762
RNF121	11	71928701	71997597
T	6	166157656	166168700
OR9A2	7	143026158	143027195
PXMP2	12	132687606	132704991
SPATA8-AS1	15	96772005	96783312
PCAT14	22	23536881	23547797
FBXW7	4	152321259	152536101
HSBP1P2	4	110251871	110252099
HIST1H2AA	6	25726132	25726527
MFSD3	8	144509074	144511213
TPTE2P4	Y	26508213	26579690
ZNF16	8	144930358	144950888
ZNF740	12	53180700	53195141
CD46P1	1	207645234	207657410
OR1M1	19	9093179	9094213
RPL21P9	14	67714545	67715204
KARS	16	75627474	75648643
ASPG	14	104085679	104115581
ME1	6	83210389	83431071
HCG4B	CHR_HSCHR6_MHC_QBL_CTG1	29917179	29918169
MAB21L1	13	35474182	35477209
EIF4A2P4	X	52832704	52833899
MARVELD2	CHR_HSCHR5_2_CTG1_1	69415353	69444141
SLC13A3	20	46557823	46684467
MOXD2P	7	142240740	142247067
BTBD7P1	10	13156684	13158136
ADGRV1	5	90529344	91164221
C10orf107	10	61662961	61766766
MTND5P26	X	102803041	102806138
MTND1P21	10	20804293	20804577
DNAH3	16	20933111	21159441
RPL37P23	19	52143043	52143336
HSPA8P14	12	111381867	111385638
C16orf13	16	634427	636366
CCDC33	15	74236289	74336472
ZFHX4	8	76681219	76867285
GPLD1	6	24424565	24495205
TNF	CHR_HSCHR6_MHC_DBB_CTG1	31557707	31560476
TOX4	14	21476597	21499175
GYG1P2	13	82823131	82824136
MRPL14	6	44113454	44127457
SRI	7	88205118	88226993
HTR1B	6	77462205	77463464
SLC6A17	1	110150486	110202202
PPP2R2DP1	3	38051759	38052395
ARFGAP2	11	47164299	47177125
LINC01524	20	52210645	52650431
NCF4	CHR_HSCHR22_1_CTG5	36860995	36880544
AP1M2	19	10572671	10587315
MARK2P12	13	73407768	73408352
C1QTNF6	22	37180167	37199385
BRI3BPP1	CHR_HSCHR19_2_CTG2	21760226	21762917
RPS3AP5	10	84560443	84561263
RNF11	1	51236271	51273455
CDC42EP5	19	54465026	54473264
LINC01519	10	85193421	85197958
DNAH1	3	52316319	52400491
PRRT1	CHR_HSCHR6_MHC_COX_CTG1	32096815	32102831
RAPGEF1	9	131576770	131740074
LONRF3	X	118974614	119018355
ZNF962P	13	18467172	18485448
MRPL9	1	151759643	151763564
MTND2P39	X	143434517	143435280
BTNL2	CHR_HSCHR6_MHC_COX_CTG1	32342174	32355327
VN2R9P	11	58040708	58041660
SPANXN3	X	143508735	143517475
RPL7P43	12	76721534	76722286
RPL23AP45	5	181471963	181472430
STK19	CHR_HSCHR6_MHC_COX_CTG1	31958721	31968992
USP9YP30	Y	25723016	25724186
OR9I3P	11	58108720	58109661
ZNF100	CHR_HSCHR19_2_CTG2	21732245	21777028
PHBP6	7	75203926	75204711
LINC01625	6	139468995	139474596
ACTR8	3	53867066	53882202
CDKN3	14	54396849	54420218
OSMR-AS1	5	38736055	38845829
C10orf10	10	44970981	44978810
ARC	8	142611044	142614472
STXBP6	14	24809656	25050297
ATP5F1P6	6	139614438	139615204
ZNF253	19	19865886	19894674
SCYL2	12	100267140	100341724
MARCKSL1	1	32333832	32336379
LDLRAD2	1	21812265	21825221
TRIM27	CHR_HSCHR6_MHC_SSTO_CTG1	28903869	28924846
METTL9	16	21597218	21657473
SEPHS1P6	2	199659551	199660729
MFSD8	4	127917805	127965995
CALM3	19	46601074	46610793
SPINK9	5	148321203	148339849
CCNG1P1	6	132698783	132699667
ENPP7P1	8	8154308	8216916
KRT18P25	4	40020240	40021517
CYCSP43	X	69485343	69485652
BSNDP4	7	57638725	57639112
IGKV1D-27	2	89968867	89969335
SIGLEC27P	19	51508573	51509311
FAM85B	8	8167819	8226614
VNN1	6	132681590	132714049
MAP1LC3P	18	54954403	54954732
TMPRSS5	11	113687550	113706373
LLPH-AS1	12	66130751	66134449
BZRAP1-AS1	17	58325450	58415766
TM9SF4	20	32109506	32167258
VCX3B	X	8464830	8466510
BIN2P2	5	75910565	75911867
UNC5D	8	35235457	35796550
HMGN2P47	15	67000814	67001085
RBM6	3	49940007	50100045
ZFYVE26	14	67727374	67816590
ARSB	5	78777209	78986087
FBXO15	18	74073353	74147865
LY9	1	160796074	160828261
HSPA8P9	3	137880295	137882237
ZNRF2P3	10	79981839	79982212
LINC00437	13	38533343	38545299
BMS1P21	10	79906605	79907856
LCN10	9	136738167	136743356
DNAJC22	12	49346917	49357546
CLEC18C	16	70173322	70187361
LINC00366	13	38576640	38578994
DEPTOR	8	119873717	120050913
OR4D5	11	123939543	123940637
LINC00297	13	29872613	29888405
LINC01520	10	85449592	85491996
RPL9P18	6	63615827	63616361
PRDX3P3	13	38617419	38617940
CFTRP1	20	25919499	25919681
LRRC72	7	16526880	16581568
IPO9-AS1	1	201688259	201829559
CPS1-IT1	2	210617571	210619876
CCNI2	5	132747445	132754403
MIEF2	17	18260534	18266552
KRT18P67	9	122837557	122838820
HMGB2	4	173331695	173335125
ZBED1P1	4	110291644	110293573
HMGB3P16	5	112452703	112452989
RPL7AP57	11	92161106	92161889
ADAMTS7	15	78759203	78811431
NDUFB11P1	11	92336032	92336496
GTF2IP1	7	75185385	75237696
ZNF185	X	152914442	152973480
SCAND2P	15	84631451	84647478
TIMM17BP1	12	17400399	17400914
LINC00572	13	29918647	29926651
SLITRK1	13	83877205	83882393
CXCL13	4	77511753	77611834
ESCO2	8	27771949	27812640
MTRF1LP2	8	129728744	129730445
NELFE	CHR_HSCHR6_MHC_DBB_CTG1	31934274	31941274
LIN28B	6	104957048	105083332
WTIP	19	34481638	34512304
LLPH	12	66116555	66130768
SMG6-IT1	17	2235713	2236086
NXPE3	3	101779202	101828229
MTND4P32	X	102799942	102801399
FAM159A	1	52633344	52669683
SNORD91A	17	2330180	2330370
MTMR12	5	32226994	32313009
ATP5EP1	4	105532475	105532630
OR8U1	11	56375624	56376553
KIR2DP1	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	54755024	54767369
MAL2	8	119165034	119245673
MARK2P13	7	36109024	36110872
EPN2	17	19215615	19336715
ZFYVE1	14	72969451	73027212
OR8L1P	11	56381635	56382589
MTND1P32	X	102785667	102786604
SERGEF	11	17788048	18013162
RIMKLBP2	1	219199914	219200567
MUC4	CHR_HSCHR3_5_CTG3	195744993	195789727
LYPLAL1-AS1	1	219086602	219173961
SAP30BP	17	75667116	75708062
FAR2P2	2	130416755	130431363
ELOVL4	6	79914812	79947580
OR5AL2P	11	56393729	56394648
OR9P1P	7	143047213	143047580
OR9G1	11	56700388	56701305
LZTR1	22	20979462	20999038
CTAGE1	18	22413601	22417915
CT62	15	71110244	71115494
SPATA20P1	21	38238227	38238664
TMEM74B	20	1180561	1185415
L3MBTL1	20	43507680	43550950
TVP23CP1	7	90631906	90632568
ZNF616	19	52113091	52139922
RBP3	10	47348371	47357875
ITFG2	12	2812622	2859791
LIMK2	22	31212239	31280080
MOB1A	2	74152528	74178898
CRISPLD2	16	84819984	84920768
RPL10L	14	46651010	46651821
KRT18P13	9	97698922	97700734
NRCAM	7	108147623	108456717
OR6T1	11	123942785	123943873
ST13P10	11	112267290	112268371
PGBD4P6	X	143343976	143344585
ST3GAL5	2	85839144	85889014
KCNJ2-AS1	17	70166961	70169402
BPIFB1	20	33273480	33309878
BNIP3P7	13	18491904	18492419
RPL23AP83	X	56242937	56243409
MTMR1	X	150692971	150765103
ABLIM3	5	149141483	149260542
MRPL23-AS1	11	1983237	1989920
RAET1K	6	149998019	150005157
OR7G2	19	9102269	9103306
USP2	11	119355215	119381726
MTCO2P19	X	102797531	102798128
TECRP2	4	124462863	124463790
TRPV1	17	3565444	3609411
OR6C1	12	55320561	55321624
AMDHD2	16	2520357	2531422
MTND2P2	X	102786813	102788387
SMG1P1	16	22437008	22492220
NEBL	10	20779973	21174187
BCORP1	Y	19455431	19503153
KIR3DP1	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1	54786397	54790252
IQUB	7	123452400	123535077
KLF8	X	56232421	56287889
HDAC4	2	239048168	239401654
SPATC1L	21	46161148	46184476
CASKIN1	16	2177180	2196525
TDGF1P2	2	227870083	227870644
CISD1	10	58269058	58289586
EXT2	11	44095549	44245429
ATP5J2	7	99448475	99466331
HLA-DRB9	CHR_HSCHR6_MHC_QBL_CTG1	32417316	32430998
CPA1	7	130380339	130388114
STAT4	2	191029576	191151596
NOMO3	16	16232495	16294814
GLS2	12	56470944	56488414
UBE2V2	8	48008400	48064708
ITGB7	12	53191318	53207307
HLA-DRB9	CHR_HSCHR6_MHC_DBB_CTG1	32434517	32448172
FAM231C	1	16539066	16539575
IGLL1	22	23573125	23580308
BBS7	4	121824440	121870497
PACSIN2	22	42835412	43015145
ZSWIM2	2	186827835	186849208
LILRB4	CHR_HSCHR19LRC_PGF1_CTG3_1	54592642	54600251
FYCO1	3	45917899	45995824
SGCB	4	52020706	52038482
CD209	19	7739994	7747564
CEACAMP11	19	43278933	43284318
RPL34P23	11	123035867	123036224
CEACAMP4	19	43303171	43304523
PTH2	19	49422414	49423441
USP15	12	62260338	62417431
TRIM55	8	66126896	66175487
IL31RA	5	55851379	55922853
MARK2P5	5	15384220	15384853
LYPLAL1	1	219173844	219212865
C1QTNF2	5	160347751	160370641
LAPTM4BP1	1	153379821	153380799
UBA3	3	69054730	69080408
CLK2	CHR_HSCHR1_2_CTG31	155278272	155293895
HLA-DRB1	CHR_HSCHR6_MHC_COX_CTG1	32444148	32590068
SOCS2	12	93569814	93583487
PIGUP1	9	70916997	70917501
FAS	10	88990531	89015785
TSPY26P	20	32186477	32190527
KIR2DS1	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54847867	54861881
DUX4L45	16	34135736	34136792
STAC	3	36380344	36548007
CDO1	5	115804733	115816954
RPL21P6	14	55413556	55414059
SIDT2	11	117178733	117197445
EIF4BP8	3	122660613	122662438
SMG6	17	2059839	2303771
RTCB	22	32387582	32412255
PCMTD1P2	16	34139189	34139543
TBPL2	14	55413541	55456726
DCAF11	14	24114195	24125242
CEACAM22P	19	44537058	44620821
NFYAP1	13	63975451	63976422
KIR2DL5B	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1	54754710	54780773
ZNF468	19	52838008	52857649
DLG5	CHR_HSCHR10_1_CTG4	77790791	77926526
SPATA8	15	96783389	96785615
LRRC74B	22	21045960	21064168
THADA	2	43230836	43596046
ARSF	X	3041471	3112726
ELP2	18	36129444	36180556
SHANK2	11	70467856	71252577
RNF150	4	140859807	141212877
MT1B	16	56651899	56653204
C7orf55-LUC7L2	7	139341360	139422599
SYNGAP1	CHR_HSCHR6_MHC_SSTO_CTG1	33560260	33593877
PROS2P	3	90202316	90257415
PSORS1C3	CHR_HSCHR6_MHC_SSTO_CTG1	31168631	31172797
ZSCAN5D	19	56244043	56247482
USP9YP9	Y	25730011	25735160
RPS6P7	6	77496119	77496671
MFSD11	17	76735865	76781449
KXD1	19	18557762	18569387
HSPE1P19	3	90261414	90261708
GNPNAT1	14	52775194	52791668
ZDHHC20P1	6	29708125	29708547
GJA8	1	147907956	147909257
KIR2DL4	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54789815	54800891
TET2-AS1	4	105171354	105178063
LILRB2	CHR_HSCHR19LRC_PGF1_CTG3_1	54274438	54278995
ENOX1	13	43213518	43786908
TRABD2B	1	47760528	47996895
TPT1P3	3	141709016	141709832
CIR1P1	5	154559308	154560440
DNMT3L	21	44246339	44262216
NUP133	1	229440260	229508341
RPS4XP14	12	1757231	1758011
AACS	12	125065379	125143333
RPLP0	12	120196686	120201235
TCP11X2	X	102374628	102471812
RNF7	3	141738204	141747560
LSP1P3	5	28926816	28927023
ZBTB8B	1	32465069	32496686
PRKRIRP9	4	45323253	45326028
ANO1	11	70078302	70189528
RTKN	2	74425836	74442422
CYTH1	17	78674048	78782297
OR13C8	9	104569168	104570130
SLC26A4-AS1	7	107653968	107662151
C1QC	1	22643630	22648110
CCL3L3	CHR_HSCHR17_7_CTG4	36195241	36197130
NAP1L4P1	1	116532936	116534092
ELF4	X	130064874	130110716
MACC1-AS1	7	20141916	20153531
UBL7-AS1	15	74461265	74481302
RPL7P4	CHR_HSCHR6_MHC_COX_CTG1	30686667	30687396
IQCF2	3	51861629	51863424
VENTXP2	13	83907301	83907781
OR6V1	7	143052320	143053347
HLA-U	CHR_HSCHR6_MHC_MANN_CTG1	29923115	29923300
CD58	1	116514535	116571039
EEF1A1P7	19	35382172	35384052
LINC01152	17	72030291	72041297
CDC20P1	9	87011652	87013151
CCDC68	18	54901509	54959508
MEI4	6	77690658	77926974
KAT6B	10	74825582	75032622
DPF2	11	65333754	65353249
RAMP2	17	42758447	42763041
ABCC8	11	17392885	17476845
MTND2P9	9	80565032	80565962
IFI27	14	94104836	94116698
TMPOP1	CHR_HSCHR6_MHC_COX_CTG1	30456371	30457898
SSSCA1	11	65570430	65573942
STARD13	13	33103135	33350630
THRSP	11	78063861	78068351
TTTY3	Y	25728490	25733388
OR8B10P	11	124516311	124517242
LPAR5	12	6618835	6636447
C8orf22	8	49054311	49076090
OR8A3P	11	124531625	124531910
SCUBE2	11	9020391	9138114
SUPT16H	14	21351472	21384266
